Date,AAPL,SP500,NASDAQ
2014-11-01,26.729284286499023,2067.56005859375,4791.6298828125
2014-12-01,24.91525077819824,2058.89990234375,4736.0498046875
2015-01-01,26.445661544799805,1994.989990234375,4635.240234375
2015-02-01,28.996322631835938,2104.5,4963.52978515625
2015-03-01,28.197509765625,2067.889892578125,4900.8798828125
2015-04-01,28.360668182373047,2085.510009765625,4941.419921875
2015-05-01,29.52319526672364,2107.389892578125,5070.02978515625
2015-06-01,28.54285049438477,2063.110107421875,4986.8701171875
2015-07-01,27.60302734375,2103.840087890625,5128.27978515625
2015-08-01,25.65966796875,1972.1800537109373,4776.509765625
2015-09-01,25.21347999572754,1920.030029296875,4620.16015625
2015-10-01,27.31651496887207,2079.360107421875,5053.75
2015-11-01,27.042200088500977,2080.409912109375,5108.669921875
2015-12-01,24.16438102722168,2043.93994140625,5007.41015625
2016-01-01,22.3461971282959,1940.239990234375,4613.9501953125
2016-02-01,22.196985244750977,1932.22998046875,4557.9501953125
2016-03-01,25.15644073486328,2059.739990234375,4869.85009765625
2016-04-01,21.636524200439453,2065.300048828125,4775.35986328125
2016-05-01,23.049110412597656,2096.949951171875,4948.0498046875
2016-06-01,22.20018196105957,2098.860107421875,4842.669921875
2016-07-01,24.19960021972656,2173.60009765625,5162.1298828125
2016-08-01,24.638490676879883,2170.949951171875,5213.22021484375
2016-09-01,26.39462852478028,2168.27001953125,5312.0
2016-10-01,26.509033203125,2126.14990234375,5189.14013671875
2016-11-01,25.803936004638672,2198.81005859375,5323.68017578125
2016-12-01,27.1801986694336,2238.830078125,5383.1201171875
2017-01-01,28.47795867919922,2278.8701171875,5614.7900390625
2017-02-01,32.148292541503906,2363.639892578125,5825.43994140625
2017-03-01,33.85976028442383,2362.719970703125,5911.740234375
2017-04-01,33.85739517211914,2384.199951171875,6047.60986328125
2017-05-01,36.00456237792969,2411.800048828125,6198.52001953125
2017-06-01,34.084716796875,2423.409912109375,6140.419921875
2017-07-01,35.19940948486328,2470.300048828125,6348.1201171875
2017-08-01,38.81330490112305,2471.64990234375,6428.66015625
2017-09-01,36.6182861328125,2519.360107421875,6495.9599609375
2017-10-01,40.163211822509766,2575.260009765625,6727.669921875
2017-11-01,40.83085632324219,2647.580078125,6873.97021484375
2017-12-01,40.3528938293457,2673.610107421875,6903.39013671875
2018-01-01,39.9236946105957,2823.81005859375,7411.47998046875
2018-02-01,42.47271347045898,2713.830078125,7273.009765625
2018-03-01,40.17026519775391,2640.8701171875,7063.4501953125
2018-04-01,39.5669174194336,2648.050048828125,7066.27001953125
2018-05-01,44.7408332824707,2705.27001953125,7442.1201171875
2018-06-01,44.4903450012207,2718.3701171875,7510.2998046875
2018-07-01,45.73533630371094,2816.2900390625,7671.7900390625
2018-08-01,54.709842681884766,2901.52001953125,8109.5400390625
2018-09-01,54.44586563110352,2913.97998046875,8046.35009765625
2018-10-01,52.78649139404297,2711.739990234375,7305.89990234375
2018-11-01,43.07142639160156,2760.169921875,7330.5400390625
2018-12-01,38.17780685424805,2506.85009765625,6635.27978515625
2019-01-01,40.28346252441406,2704.10009765625,7281.740234375
2019-02-01,41.90748596191406,2784.489990234375,7532.52978515625
2019-03-01,46.17075729370117,2834.39990234375,7729.31982421875
2019-04-01,48.77644348144531,2945.830078125,8095.39013671875
2019-05-01,42.55390930175781,2752.06005859375,7453.14990234375
2019-06-01,48.293270111083984,2941.760009765625,8006.240234375
2019-07-01,51.98261260986328,2980.3798828125,8175.419921875
2019-08-01,50.93339920043945,2926.4599609375,7962.8798828125
2019-09-01,54.85721969604492,2976.739990234375,7999.33984375
2019-10-01,60.92905426025391,3037.56005859375,8292.3603515625
2019-11-01,65.45783996582031,3140.97998046875,8665.4697265625
2019-12-01,72.13994598388672,3230.780029296875,8972.599609375
2020-01-01,76.03622436523438,3225.52001953125,9150.9404296875
2020-02-01,67.1553726196289,2954.219970703125,8567.3701171875
2020-03-01,62.61878204345703,2584.590087890625,7700.10009765625
2020-04-01,72.34808349609375,2912.429931640625,8889.5498046875
2020-05-01,78.29256439208984,3044.31005859375,9489.8701171875
2020-06-01,90.0749740600586,3100.2900390625,10058.76953125
2020-07-01,104.9491958618164,3271.1201171875,10745.26953125
2020-08-01,127.4481964111328,3500.31005859375,11775.4599609375
2020-09-01,114.5876235961914,3363.0,11167.509765625
2020-10-01,107.71099090576172,3269.9599609375,10911.58984375
2020-11-01,117.79344177246094,3621.6298828125,12198.740234375
2020-12-01,131.51597595214844,3756.070068359375,12888.2802734375
